fare_amount,trip_distance,hour,date,RatecodeID,payment_type,extra,tolls_amount,PickUDropO
7.0,1.11,8,2017-05-02,1,1,0.0,0.0,185
17.5,1.81,8,2017-05-02,1,1,0.0,0.0,348
6.0,1.13,8,2017-05-02,1,2,0.0,0.0,269
21.0,3.06,8,2017-05-02,1,1,0.0,0.0,233
10.0,1.41,8,2017-05-02,1,1,0.0,0.0,416
6.0,0.4,8,2017-05-02,1,1,0.0,0.0,330
4.5,0.53,8,2017-05-02,1,1,0.0,0.0,462
4.0,0.43,8,2017-05-02,1,2,0.0,0.0,98
33.5,11.1,8,2017-05-02,1,1,0.0,5.76,299
10.5,1.7,8,2017-05-02,1,1,0.0,0.0,303
3.0,0.2,8,2017-05-02,1,1,0.0,0.0,175
7.0,0.9,8,2017-05-02,1,1,0.0,0.0,370
52.0,19.61,8,2017-05-02,2,1,0.0,5.76,368
6.5,1.0,8,2017-05-02,1,1,0.0,0.0,381
12.0,1.9,8,2017-05-02,1,2,0.0,0.0,334
5.5,0.84,8,2017-05-02,1,2,0.0,0.0,262
6.5,1.0,8,2017-05-02,1,1,0.0,0.0,193
6.0,0.6,8,2017-05-02,1,1,0.0,0.0,280
7.5,1.1,8,2017-05-02,1,1,0.0,0.0,476
12.0,3.3,8,2017-05-02,1,2,0.0,5.76,268
4.0,0.2,8,2017-05-02,1,1,0.0,0.0,307
17.5,4.49,8,2017-05-02,1,2,0.0,0.0,257
6.5,1.32,8,2017-05-02,1,2,0.0,0.0,226
15.0,2.6,8,2017-05-02,1,1,0.0,0.0,371
8.5,1.65,8,2017-05-02,1,1,0.0,0.0,465
9.5,1.28,8,2017-05-02,1,1,0.0,0.0,416
12.0,2.3,8,2017-05-02,1,1,0.0,0.0,388
8.0,1.12,8,2017-05-02,1,1,0.0,0.0,476
8.0,0.7,8,2017-05-02,1,1,0.0,0.0,373
20.5,4.6,8,2017-05-02,1,1,0.0,0.0,61
9.5,1.79,8,2017-05-02,1,1,0.0,0.0,279
6.0,1.0,8,2017-05-02,1,2,0.0,0.0,492
11.5,2.41,8,2017-05-02,1,2,0.0,0.0,429
11.0,2.08,8,2017-05-02,1,1,0.0,0.0,237
4.5,0.7,8,2017-05-02,1,2,0.0,0.0,98
16.5,3.9,8,2017-05-02,1,1,0.0,0.0,91
48.5,15.62,8,2017-05-02,1,1,0.0,5.76,226
6.5,1.52,8,2017-05-02,1,2,0.0,0.0,242
9.0,1.22,8,2017-05-02,1,2,0.0,0.0,466
16.0,3.6,8,2017-05-02,1,1,0.0,0.0,326
6.5,1.18,8,2017-05-02,1,1,0.0,0.0,254
27.5,5.32,8,2017-05-02,1,1,0.0,0.0,317
8.5,1.3,9,2017-05-02,1,1,0.0,0.0,244
9.5,1.73,8,2017-05-02,1,1,0.0,0.0,85
5.5,1.27,8,2017-05-02,1,1,0.0,0.0,149
11.0,1.8,8,2017-05-02,1,1,0.0,0.0,502
3.0,0.1,8,2017-05-02,1,2,0.0,0.0,322
13.5,2.3,8,2017-05-02,1,1,0.0,0.0,305
7.5,1.06,8,2017-05-02,1,1,0.0,0.0,328
11.5,2.1,8,2017-05-02,1,1,0.0,0.0,225
12.5,2.6,8,2017-05-02,1,1,0.0,0.0,299
5.5,0.9,8,2017-05-02,1,2,0.0,0.0,348
7.0,0.6,8,2017-05-02,1,1,0.0,0.0,304
12.0,2.33,8,2017-05-02,1,1,0.0,0.0,475
12.0,1.5,8,2017-05-02,1,1,0.0,0.0,376
23.5,3.15,8,2017-05-02,1,1,0.0,0.0,495
5.0,0.93,8,2017-05-02,1,1,0.0,0.0,190
17.0,2.4,8,2017-05-02,1,2,0.0,0.0,397
6.0,0.53,8,2017-05-02,1,1,0.0,0.0,378
6.0,0.7,8,2017-05-02,1,1,0.0,0.0,263
27.0,4.4,8,2017-05-02,1,1,0.0,0.0,343
14.0,3.3,8,2017-05-02,1,2,0.0,0.0,284
16.0,2.3,8,2017-05-02,1,1,0.0,0.0,220
4.5,0.48,8,2017-05-02,1,1,0.0,0.0,472
5.5,0.98,8,2017-05-02,1,1,0.0,0.0,311
24.0,7.6,8,2017-05-02,1,2,0.0,5.76,270
9.5,1.13,8,2017-05-02,1,1,0.0,0.0,262
8.5,1.92,8,2017-05-02,1,1,0.0,0.0,338
16.0,3.27,8,2017-05-02,1,1,0.0,0.0,485
7.0,0.85,8,2017-05-02,1,1,0.0,0.0,381
3.5,0.28,8,2017-05-02,1,2,0.0,0.0,355
5.0,0.7,8,2017-05-02,1,2,0.0,0.0,116
11.0,1.7,8,2017-05-02,1,1,0.0,0.0,334
6.5,0.96,8,2017-05-02,1,1,0.0,0.0,377
9.0,1.8,8,2017-05-02,1,1,0.0,0.0,488
28.5,8.3,8,2017-05-02,1,1,0.0,5.76,216
18.5,1.8,8,2017-05-02,1,1,0.0,0.0,479
11.0,1.7,8,2017-05-02,1,2,0.0,0.0,311
7.5,1.09,8,2017-05-02,1,1,0.0,0.0,318
12.0,1.0,8,2017-05-02,1,2,0.0,0.0,399
17.5,2.6,8,2017-05-02,1,1,0.0,0.0,304
8.5,1.42,8,2017-05-02,1,2,0.0,0.0,91
16.5,1.64,8,2017-05-02,1,1,0.0,0.0,339
15.0,2.4,8,2017-05-02,1,1,0.0,0.0,156
7.5,1.1,8,2017-05-02,1,1,0.0,0.0,373
6.0,0.7,8,2017-05-02,1,1,0.0,0.0,324
5.5,0.7,8,2017-05-02,1,2,0.0,0.0,244
19.5,4.9,8,2017-05-02,1,1,0.0,0.0,398
9.5,0.9,8,2017-05-02,1,1,0.0,0.0,262
14.0,3.3,8,2017-05-02,1,2,0.0,0.0,305
16.5,4.4,8,2017-05-02,1,1,0.0,0.0,487
26.5,7.33,8,2017-05-02,1,1,0.0,0.0,349
9.5,1.5,8,2017-05-02,1,1,0.0,0.0,242
6.5,0.9,8,2017-05-02,1,1,0.0,0.0,528
12.5,1.2,8,2017-05-02,1,1,0.0,0.0,398
9.5,1.28,8,2017-05-02,1,1,0.0,0.0,407
14.5,1.91,8,2017-05-02,1,1,0.0,0.0,319
12.5,2.4,8,2017-05-02,1,1,0.0,0.0,399
17.5,0.8,8,2017-05-02,1,1,0.0,0.0,391
8.5,0.9,8,2017-05-02,1,2,0.0,0.0,390
10.0,1.47,8,2017-05-02,1,1,0.0,0.0,305
26.5,6.21,8,2017-05-02,1,1,0.0,0.0,528
8.0,0.8,8,2017-05-02,1,1,0.0,0.0,377
5.5,0.86,8,2017-05-02,1,1,0.0,0.0,186
8.0,1.2,8,2017-05-02,1,1,0.0,0.0,302
5.5,0.77,8,2017-05-02,1,1,0.0,0.0,26
18.5,3.8,8,2017-05-02,1,2,0.0,0.0,342
9.0,2.46,8,2017-05-02,1,1,0.0,0.0,491
12.0,1.37,8,2017-05-02,1,2,0.0,0.0,399
5.0,0.72,8,2017-05-02,1,1,0.0,0.0,311
11.0,1.37,8,2017-05-02,1,2,0.0,0.0,323
8.0,1.59,8,2017-05-02,1,1,0.0,0.0,380
12.5,3.3,8,2017-05-02,1,1,0.0,0.0,277
14.5,2.8,8,2017-05-02,1,1,0.0,0.0,331
27.5,5.9,8,2017-05-02,1,1,0.0,0.0,393
10.5,1.48,8,2017-05-02,1,1,0.0,0.0,459
8.5,1.04,8,2017-05-02,1,2,0.0,0.0,499
13.0,2.3,8,2017-05-02,1,1,0.0,0.0,502
12.5,1.5,8,2017-05-02,1,1,0.0,0.0,283
12.5,2.4,8,2017-05-02,1,1,0.0,0.0,510
23.0,4.44,8,2017-05-02,1,1,0.0,0.0,345
9.0,1.6,8,2017-05-02,1,2,0.0,0.0,289
9.0,1.6,8,2017-05-02,1,1,0.0,0.0,150
20.0,4.2,8,2017-05-02,1,2,0.0,0.0,495
5.5,0.5,8,2017-05-02,1,2,0.0,0.0,339
7.5,1.13,8,2017-05-02,1,1,0.0,0.0,394
10.0,1.2,8,2017-05-02,1,1,0.0,0.0,210
5.0,0.8,8,2017-05-02,1,1,0.0,0.0,244
12.0,2.02,8,2017-05-02,1,2,0.0,0.0,297
7.0,0.9,8,2017-05-02,1,2,0.0,0.0,326
7.0,1.1,8,2017-05-02,1,1,0.0,0.0,407
6.0,0.94,8,2017-05-02,1,1,0.0,0.0,234
7.0,0.76,8,2017-05-02,1,1,0.0,0.0,474
5.5,0.6,8,2017-05-02,1,2,0.0,0.0,389
14.5,2.99,8,2017-05-02,1,1,0.0,0.0,177
8.0,1.04,8,2017-05-02,1,1,0.0,0.0,334
4.5,0.7,8,2017-05-02,1,1,0.0,0.0,314
10.5,1.03,8,2017-05-02,1,1,0.0,0.0,305
7.5,1.09,8,2017-05-02,1,2,0.0,0.0,432
4.5,0.7,8,2017-05-02,1,2,0.0,0.0,98
8.5,1.5,8,2017-05-02,1,1,0.0,0.0,476
9.5,1.69,8,2017-05-02,1,1,0.0,0.0,475
10.0,1.2,8,2017-05-02,1,1,0.0,0.0,212
16.5,3.1,8,2017-05-02,1,1,0.0,0.0,305
10.0,1.4,8,2017-05-02,1,2,0.0,0.0,207
7.0,0.98,8,2017-05-02,1,1,0.0,0.0,381
9.0,0.94,8,2017-05-02,1,1,0.0,0.0,416
5.0,0.56,8,2017-05-02,1,2,0.0,0.0,362
7.5,0.98,8,2017-05-02,1,1,0.0,0.0,263
5.0,0.7,8,2017-05-02,1,1,0.0,0.0,420
8.0,1.6,8,2017-05-02,1,1,0.0,0.0,249
7.0,1.27,8,2017-05-02,1,2,0.0,0.0,480
15.0,2.5,8,2017-05-02,1,2,0.0,0.0,147
24.5,6.2,8,2017-05-02,1,1,0.0,0.0,248
14.0,2.5,8,2017-05-02,1,1,0.0,0.0,401
13.5,2.2,8,2017-05-02,1,1,0.0,0.0,238
7.0,0.8,8,2017-05-02,1,1,0.0,0.0,326
13.0,2.23,8,2017-05-02,1,1,0.0,0.0,274
8.0,0.73,8,2017-05-02,1,1,0.0,0.0,377
13.0,2.9,8,2017-05-02,1,1,0.0,0.0,429
9.0,1.2,8,2017-05-02,1,1,0.0,0.0,407
18.0,2.0,8,2017-05-02,1,1,0.0,0.0,398
18.5,4.41,8,2017-05-02,1,1,0.0,0.0,321
12.0,1.98,8,2017-05-02,1,1,0.0,0.0,480
52.0,17.66,8,2017-05-02,2,2,0.0,5.76,295
15.5,2.6,8,2017-05-02,1,1,0.0,0.0,406
7.0,1.2,8,2017-05-02,1,2,0.0,0.0,327
7.0,1.23,8,2017-05-02,1,2,0.0,0.0,262
27.0,7.61,8,2017-05-02,1,1,0.0,0.0,384
3.5,0.36,8,2017-05-02,1,1,0.0,0.0,381
4.0,0.5,8,2017-05-02,1,1,0.0,0.0,244
7.0,0.98,8,2017-05-02,1,1,0.0,0.0,263
9.0,1.59,8,2017-05-02,1,1,0.0,0.0,293
14.0,0.85,8,2017-05-02,1,2,0.0,0.0,390
21.5,4.8,8,2017-05-02,1,1,0.0,0.0,183
17.5,2.52,8,2017-05-02,1,1,0.0,0.0,310
16.0,3.17,8,2017-05-02,1,2,0.0,0.0,379
7.5,1.4,8,2017-05-02,1,1,0.0,0.0,402
3.5,0.3,8,2017-05-02,1,1,0.0,0.0,472
15.5,1.63,8,2017-05-02,1,2,0.0,0.0,301
15.5,2.8,8,2017-05-02,1,1,0.0,0.0,264
3.5,0.3,8,2017-05-02,1,2,0.0,0.0,332
10.0,2.04,8,2017-05-02,1,1,0.0,0.0,379
10.5,1.07,8,2017-05-02,1,2,0.0,0.0,232
13.0,2.63,8,2017-05-02,1,2,0.0,0.0,379
22.0,5.32,8,2017-05-02,1,1,0.0,0.0,242
9.0,0.64,8,2017-05-02,1,2,0.0,0.0,185
7.0,1.5,8,2017-05-02,1,1,0.0,0.0,289
5.5,0.7,8,2017-05-02,1,2,0.0,0.0,370
7.0,0.95,8,2017-05-02,1,1,0.0,0.0,432
8.5,1.09,8,2017-05-02,1,1,0.0,0.0,340
7.5,0.4,8,2017-05-02,1,1,0.0,0.0,323
4.0,0.4,8,2017-05-02,1,1,0.0,0.0,25
12.0,3.72,8,2017-05-02,1,1,0.0,0.0,309
9.0,1.4,8,2017-05-02,1,1,0.0,0.0,337
11.5,2.0,8,2017-05-02,1,1,0.0,0.0,336
10.0,1.84,8,2017-05-02,1,2,0.0,0.0,378
31.0,8.66,8,2017-05-02,1,1,0.0,0.0,498
9.5,1.11,8,2017-05-02,1,1,0.0,0.0,304
12.5,3.2,8,2017-05-02,1,1,0.0,0.0,425
21.0,5.7,8,2017-05-02,1,1,0.0,0.0,177
9.5,1.1,8,2017-05-02,1,1,0.0,0.0,348
4.5,0.2,8,2017-05-02,1,1,0.0,0.0,528
9.5,1.68,8,2017-05-02,1,2,0.0,0.0,320
4.0,0.5,8,2017-05-02,1,1,0.0,0.0,416
21.0,6.01,8,2017-05-02,1,1,0.0,0.0,247
12.0,1.4,8,2017-05-02,1,1,0.0,0.0,416
10.5,1.41,8,2017-05-02,1,1,0.0,0.0,302
5.5,0.5,8,2017-05-02,1,2,0.0,0.0,301
24.0,5.53,8,2017-05-02,1,1,0.0,0.0,56
8.0,1.21,8,2017-05-02,1,1,0.0,0.0,294
10.0,1.1,8,2017-05-02,1,2,0.0,0.0,293
8.0,0.79,8,2017-05-02,1,1,0.0,0.0,420
6.5,1.09,8,2017-05-02,1,2,0.0,0.0,371
11.5,1.7,8,2017-05-02,1,1,0.0,0.0,282
52.0,18.93,8,2017-05-02,2,2,0.0,5.76,182
10.5,1.02,8,2017-05-02,1,1,0.0,0.0,304
12.0,2.7,8,2017-05-02,1,1,0.0,0.0,312
14.0,2.8,8,2017-05-02,1,1,0.0,0.0,395
3.5,0.4,8,2017-05-02,1,2,0.0,0.0,98
9.0,1.78,8,2017-05-02,1,1,0.0,0.0,495
8.0,0.9,8,2017-05-02,1,1,0.0,0.0,325
9.0,1.72,8,2017-05-02,1,1,0.0,0.0,379
7.5,0.9,8,2017-05-02,1,1,0.0,0.0,299
6.0,1.0,8,2017-05-02,1,1,0.0,0.0,347
5.5,0.7,8,2017-05-02,1,2,0.0,0.0,153
9.5,0.89,8,2017-05-02,1,1,0.0,0.0,403
11.0,1.85,8,2017-05-02,1,1,0.0,0.0,336
7.0,1.0,8,2017-05-02,1,1,0.0,0.0,254
5.0,0.5,8,2017-05-02,1,2,0.0,0.0,400
8.0,0.8,8,2017-05-02,1,2,0.0,0.0,474
5.5,0.5,8,2017-05-02,1,1,0.0,0.0,211
16.5,4.96,8,2017-05-02,1,2,0.0,0.0,258
15.5,1.83,8,2017-05-02,1,1,0.0,0.0,500
18.0,3.27,8,2017-05-02,1,2,0.0,0.0,472
8.5,1.5,8,2017-05-02,1,1,0.0,0.0,360
7.5,0.61,8,2017-05-02,1,1,0.0,0.0,525
7.5,0.4,8,2017-05-02,1,2,0.0,0.0,377
9.5,1.6,8,2017-05-02,1,1,0.0,0.0,262
7.5,1.0,8,2017-05-02,1,2,0.0,0.0,149
17.0,3.8,8,2017-05-02,1,1,0.0,0.0,166
7.0,1.57,8,2017-05-02,1,1,0.0,0.0,289
10.0,2.02,8,2017-05-02,1,2,0.0,0.0,287
7.0,1.08,8,2017-05-02,1,1,0.0,0.0,344
10.5,1.67,8,2017-05-02,1,2,0.0,0.0,226
6.5,0.85,8,2017-05-02,1,1,0.0,0.0,330
11.5,1.3,8,2017-05-02,1,2,0.0,0.0,224
17.0,3.0,8,2017-05-02,1,1,0.0,0.0,230
4.0,0.5,8,2017-05-02,1,1,0.0,0.0,331
5.5,0.5,8,2017-05-02,1,2,0.0,0.0,371
13.0,1.1,8,2017-05-02,1,1,0.0,0.0,466
7.0,1.0,8,2017-05-02,1,2,0.0,0.0,327
7.0,0.5,8,2017-05-02,1,1,0.0,0.0,193
30.0,8.7,8,2017-05-02,1,1,0.0,5.76,302
7.0,1.11,8,2017-05-02,1,1,0.0,0.0,410
20.5,4.2,8,2017-05-02,1,1,0.0,0.0,81
20.0,3.11,8,2017-05-02,1,1,0.0,0.0,350
8.5,1.05,8,2017-05-02,1,1,0.0,0.0,192
8.0,1.6,8,2017-05-02,1,1,0.0,0.0,380
52.0,15.68,8,2017-05-02,2,1,0.0,5.76,366
14.0,1.86,8,2017-05-02,1,2,0.0,0.0,398
20.5,3.65,8,2017-05-02,1,1,0.0,0.0,313
3.5,0.33,8,2017-05-02,1,1,0.0,0.0,472
8.5,1.5,8,2017-05-02,1,1,0.0,0.0,500
5.5,0.8,8,2017-05-02,1,1,0.0,0.0,528
7.5,0.8,8,2017-05-02,1,1,0.0,0.0,377
6.5,1.17,8,2017-05-02,1,1,0.0,0.0,277
8.0,0.95,8,2017-05-02,1,2,0.0,0.0,261
7.0,0.9,8,2017-05-02,1,1,0.0,0.0,374
5.0,0.67,8,2017-05-02,1,1,0.0,0.0,261
12.5,2.63,8,2017-05-02,1,1,0.0,0.0,491
9.0,1.2,8,2017-05-02,1,1,0.0,0.0,377
13.5,2.06,8,2017-05-02,1,1,0.0,0.0,169
4.5,0.35,8,2017-05-02,1,1,0.0,0.0,244
10.5,2.12,8,2017-05-02,1,1,0.0,0.0,312
12.5,2.2,8,2017-05-02,1,1,0.0,0.0,319
17.0,3.4,8,2017-05-02,1,1,0.0,0.0,422
14.0,2.4,8,2017-05-02,1,1,0.0,0.0,400
6.5,1.18,8,2017-05-02,1,2,0.0,0.0,475
16.5,2.19,8,2017-05-02,1,1,0.0,0.0,425
11.0,1.5,8,2017-05-02,1,1,0.0,0.0,410
23.0,4.72,8,2017-05-02,1,1,0.0,0.0,326
20.5,5.51,8,2017-05-02,1,1,0.0,0.0,120
5.5,0.63,8,2017-05-02,1,2,0.0,0.0,528
8.5,1.03,8,2017-05-02,1,2,0.0,0.0,399
19.5,3.9,8,2017-05-02,1,2,0.0,0.0,122
11.0,1.2,8,2017-05-02,1,1,0.0,0.0,391
8.0,0.92,8,2017-05-02,1,1,0.0,0.0,150
14.0,2.38,8,2017-05-02,1,1,0.0,0.0,374
10.5,1.5,8,2017-05-02,1,2,0.0,0.0,99
13.0,3.1,8,2017-05-02,1,2,0.0,0.0,183
2.5,0.1,8,2017-05-02,1,1,0.0,0.0,278
13.0,1.39,8,2017-05-02,1,2,0.0,0.0,376
7.0,0.98,8,2017-05-02,1,1,0.0,0.0,158
5.5,0.6,8,2017-05-02,1,1,0.0,0.0,473
22.0,5.5,8,2017-05-02,1,2,0.0,0.0,333
11.0,0.7,8,2017-05-02,1,1,0.0,0.0,377
4.0,0.5,8,2017-05-02,1,2,0.0,0.0,204
15.5,3.8,8,2017-05-02,1,1,0.0,0.0,333
11.5,2.12,8,2017-05-02,1,2,0.0,0.0,400
9.0,1.9,8,2017-05-02,1,1,0.0,0.0,296
8.0,1.11,8,2017-05-02,1,1,0.0,0.0,168
13.0,2.78,8,2017-05-02,1,1,0.0,0.0,371
6.5,0.69,8,2017-05-02,1,2,0.0,0.0,375
16.0,3.39,8,2017-05-02,1,1,0.0,0.0,158
42.5,13.2,8,2017-05-02,1,2,0.0,5.76,368
10.5,0.67,8,2017-05-02,1,1,0.0,0.0,395
7.5,0.9,8,2017-05-02,1,1,0.0,0.0,472
2.5,0.0,8,2017-05-02,1,1,0.0,17.5,460
12.0,2.44,8,2017-05-02,1,1,0.0,0.0,171
52.0,19.17,8,2017-05-02,2,1,0.0,0.0,219
5.0,0.5,8,2017-05-02,1,1,0.0,0.0,492
8.0,1.4,8,2017-05-02,1,2,0.0,0.0,317
17.0,5.04,8,2017-05-02,1,1,0.0,0.0,91
30.0,6.86,8,2017-05-02,1,1,0.0,0.0,262
6.5,0.5,8,2017-05-02,1,1,0.0,0.0,83
5.0,0.7,8,2017-05-02,1,1,0.0,0.0,380
17.0,2.6,8,2017-05-02,1,1,0.0,0.0,274
42.5,13.08,8,2017-05-02,1,1,0.0,5.76,282
6.5,0.96,8,2017-05-02,1,1,0.0,0.0,326
4.5,0.49,9,2017-05-02,1,1,0.0,0.0,220
6.5,0.72,9,2017-05-02,1,1,0.0,0.0,404
5.5,1.03,9,2017-05-02,1,1,0.0,0.0,269
3.0,0.21,9,2017-05-02,1,2,0.0,0.0,477
52.0,18.74,9,2017-05-02,2,1,0.0,5.76,248
5.5,0.86,9,2017-05-02,1,1,0.0,0.0,492
17.5,2.68,9,2017-05-02,1,1,0.0,0.0,400
7.0,1.17,9,2017-05-02,1,1,0.0,0.0,404
10.0,1.52,9,2017-05-02,1,1,0.0,0.0,396
5.0,0.4,9,2017-05-02,1,2,0.0,0.0,324
11.5,1.6,9,2017-05-02,1,2,0.0,0.0,304
13.0,1.83,9,2017-05-02,1,2,0.0,0.0,419
4.0,0.55,9,2017-05-02,1,1,0.0,0.0,280
5.0,0.55,9,2017-05-02,1,1,0.0,0.0,403
6.5,0.72,8,2017-05-02,1,1,0.0,0.0,277
5.5,0.79,8,2017-05-02,1,1,0.0,0.0,244
11.5,2.04,8,2017-05-02,1,1,0.0,0.0,413
10.0,1.56,9,2017-05-02,1,2,0.0,0.0,378
29.0,2.32,9,2017-05-02,1,1,0.0,0.0,237
15.5,2.51,9,2017-05-02,1,1,0.0,0.0,310
15.0,2.8,9,2017-05-02,1,1,0.0,0.0,126
7.0,0.95,9,2017-05-02,1,1,0.0,0.0,362
9.5,0.99,9,2017-05-02,1,1,0.0,0.0,280
11.5,1.82,9,2017-05-02,1,1,0.0,0.0,413
3.5,0.34,9,2017-05-02,1,1,0.0,0.0,175
22.5,2.9,9,2017-05-02,1,2,0.0,0.0,325
4.0,0.3,9,2017-05-02,1,3,0.0,0.0,334
2.5,0.0,9,2017-05-02,1,1,0.0,0.0,48
12.5,2.0,9,2017-05-02,1,2,0.0,0.0,305
25.5,8.52,9,2017-05-02,1,2,0.0,0.0,353
5.0,0.75,9,2017-05-02,1,1,0.0,0.0,377
10.5,1.91,9,2017-05-02,1,1,0.0,0.0,294
9.5,1.25,9,2017-05-02,1,1,0.0,0.0,207
24.5,6.81,9,2017-05-02,1,1,0.0,5.76,213
5.5,0.5,9,2017-05-02,1,1,0.0,0.0,391
5.0,0.6,9,2017-05-02,1,2,0.0,0.0,473
17.5,3.2,9,2017-05-02,1,2,0.0,0.0,417
4.5,0.46,9,2017-05-02,1,1,0.0,0.0,334
8.5,1.08,9,2017-05-02,1,1,0.0,0.0,400
8.5,1.0,9,2017-05-02,1,2,0.0,0.0,210
32.5,10.3,9,2017-05-02,1,1,0.0,0.0,303
9.0,1.8,9,2017-05-02,1,1,0.0,0.0,476
7.0,0.8,9,2017-05-02,1,1,0.0,0.0,460
6.5,0.7,9,2017-05-02,1,1,0.0,0.0,472
19.5,4.68,9,2017-05-02,1,1,0.0,0.0,394
16.0,4.45,9,2017-05-02,1,2,0.0,0.0,364
10.0,2.39,9,2017-05-02,1,1,0.0,0.0,309
5.0,0.3,9,2017-05-02,1,2,0.0,0.0,282
6.5,1.07,9,2017-05-02,1,1,0.0,0.0,404
10.0,2.8,9,2017-05-02,1,1,0.0,0.0,154
6.5,0.75,9,2017-05-02,1,1,0.0,0.0,402
30.0,9.4,9,2017-05-02,1,1,0.0,0.05,245
11.0,1.6,9,2017-05-02,1,1,0.0,0.0,401
12.0,1.7,9,2017-05-02,1,1,0.0,0.0,373
5.5,0.48,9,2017-05-02,1,1,0.0,0.0,301
7.0,0.9,9,2017-05-02,1,1,0.0,0.0,313
18.0,2.8,9,2017-05-02,1,1,0.0,0.0,325
7.0,1.1,9,2017-05-02,1,1,0.0,0.0,220
4.5,0.79,9,2017-05-02,1,1,0.0,0.0,402
5.0,0.89,9,2017-05-02,1,1,0.0,0.0,404
7.0,1.22,9,2017-05-02,1,2,0.0,0.0,271
7.5,1.24,9,2017-05-02,1,1,0.0,0.0,410
10.5,1.95,9,2017-05-02,1,1,0.0,0.0,502
16.0,3.12,9,2017-05-02,1,2,0.0,0.0,192
18.0,4.9,9,2017-05-02,1,2,0.0,0.0,258
26.5,5.5,9,2017-05-02,1,1,0.0,0.0,135
9.5,1.0,9,2017-05-02,1,1,0.0,0.0,398
27.5,5.23,9,2017-05-02,1,1,0.0,0.0,370
4.0,0.5,9,2017-05-02,1,1,0.0,0.0,316
17.0,3.1,9,2017-05-02,1,2,0.0,0.0,471
9.5,0.99,9,2017-05-02,1,1,0.0,0.0,473
14.5,3.0,9,2017-05-02,1,1,0.0,0.0,199
12.0,1.47,9,2017-05-02,1,1,0.0,0.0,218
16.5,2.9,9,2017-05-02,1,1,0.0,0.0,299
5.0,0.8,9,2017-05-02,1,1,0.0,0.0,331
18.5,3.42,9,2017-05-02,1,1,0.0,0.0,465
8.5,1.47,9,2017-05-02,1,2,0.0,0.0,393
20.0,2.1,9,2017-05-02,1,1,0.0,0.0,300
5.5,0.69,9,2017-05-02,1,2,0.0,0.0,473
6.5,1.03,9,2017-05-02,1,1,0.0,0.0,271
4.5,0.63,9,2017-05-02,1,1,0.0,0.0,472
12.5,2.4,9,2017-05-02,1,1,0.0,0.0,282
20.0,5.9,9,2017-05-02,1,2,0.0,0.0,235
9.5,1.76,9,2017-05-02,1,1,0.0,0.0,298
9.0,1.3,9,2017-05-02,1,1,0.0,0.0,208
9.0,0.64,9,2017-05-02,1,2,0.0,0.0,391
14.0,2.0,9,2017-05-02,1,1,0.0,0.0,475
4.0,0.52,9,2017-05-02,1,2,0.0,0.0,524
19.0,3.07,9,2017-05-02,1,1,0.0,0.0,233
8.5,1.22,9,2017-05-02,1,1,0.0,0.0,313
11.5,1.67,9,2017-05-02,1,1,0.0,0.0,302
5.5,1.31,9,2017-05-02,1,1,0.0,0.0,337
8.5,0.9,9,2017-05-02,1,1,0.0,0.0,299
11.5,1.5,9,2017-05-02,1,1,0.0,0.0,255
10.5,2.0,9,2017-05-02,1,1,0.0,0.0,279
19.0,4.3,9,2017-05-02,1,1,0.0,0.0,509
9.0,1.63,9,2017-05-02,1,1,0.0,0.0,370
5.5,1.0,9,2017-05-02,1,2,0.0,0.0,262
8.5,0.99,9,2017-05-02,1,1,0.0,0.0,341
52.0,16.1,9,2017-05-02,2,1,0.0,5.76,362
11.5,2.15,9,2017-05-02,1,2,0.0,0.0,236
9.0,1.26,9,2017-05-02,1,2,0.0,0.0,193
18.0,3.52,9,2017-05-02,1,1,0.0,0.0,394
8.5,1.81,9,2017-05-02,1,1,0.0,0.0,317
10.0,1.56,9,2017-05-02,1,2,0.0,0.0,206
5.5,0.8,9,2017-05-02,1,1,0.0,0.0,98
10.5,2.33,9,2017-05-02,1,1,0.0,0.0,216
8.0,0.89,9,2017-05-02,1,1,0.0,0.0,369
5.5,0.38,9,2017-05-02,1,1,0.0,0.0,378
7.5,1.24,9,2017-05-02,1,1,0.0,0.0,317
15.0,1.97,9,2017-05-02,1,1,0.0,0.0,415
9.5,2.0,9,2017-05-02,1,1,0.0,0.0,314
8.5,1.1,9,2017-05-02,1,1,0.0,0.0,398
16.5,2.7,9,2017-05-02,1,1,0.0,0.0,401
16.5,2.9,9,2017-05-02,1,1,0.0,0.0,338
9.5,1.1,9,2017-05-02,1,1,0.0,0.0,212
7.0,0.95,9,2017-05-02,1,2,0.0,0.0,348
6.0,0.77,9,2017-05-02,1,1,0.0,0.0,276
4.0,0.56,9,2017-05-02,1,2,0.0,0.0,192
8.5,1.74,9,2017-05-02,1,2,0.0,0.0,337
15.5,2.72,9,2017-05-02,1,2,0.0,0.0,466
14.0,2.2,9,2017-05-02,1,2,0.0,0.0,403
7.0,1.1,9,2017-05-02,1,1,0.0,0.0,348
35.5,11.47,9,2017-05-02,1,1,0.0,5.76,300
9.0,1.19,9,2017-05-02,1,2,0.0,0.0,398
7.0,1.25,9,2017-05-02,1,1,0.0,0.0,279
42.0,14.5,9,2017-05-02,1,2,0.0,5.76,397
8.5,1.2,9,2017-05-02,1,1,0.0,0.0,380
22.0,5.2,9,2017-05-02,1,1,0.0,0.0,207
4.0,0.5,9,2017-05-02,1,1,0.0,0.0,96
